,C1,C2,C3,C4,FC1,CZ,FC2,PZ
1,-6923.72412109375,84133.828125,23581.26953125,80911.171875,17745.306640625,129350.203125,30568.078125,80076.609375
2,-6846.953125,84164.7265625,23654.51171875,80674.46875,17758.275390625,129402.890625,30609.75390625,80008.0390625
0,-6601.47705078125,84269.9609375,23873.951171875,80146.890625,17868.806640625,129297.1796875,30711.3203125,79699.2890625
1,-6287.3837890625,84402.859375,24145.318359375,79520.8984375,18021.013671875,129063.046875,30823.185546875,79264.6015625
2,-6007.2421875,84520.0625,24380.49609375,79020.171875,18161.966796875,128794.96875,30910.923828125,78864.4375
0,-5880.59423828125,84569.3671875,24478.8671875,78839.0234375,18225.91015625,128585.2578125,30930.189453125,78642.09375
1,-5963.22998046875,84533.609375,24395.421875,79064.6640625,18179.84765625,128526.3671875,30874.111328125,78703.4140625
0,-6233.02490234375,84412.8671875,24150.802734375,79627.7109375,18022.490234375,128643.3828125,30751.087890625,79033.046875
1,-6554.1748046875,84269.8203125,23870.041015625,80278.6953125,17830.70703125,128888.2890625,30622.103515625,79482.703125
2,-6813.240234375,84151.65625,23647.119140625,80735.6484375,17660.810546875,129147.3984375,30523.732421875,79864.3671875
3,-6931.97314453125,84096.296875,23551.65625,80876.3125,17563.58203125,129341.7578125,30489.208984375,80062.015625
0,-6851.38720703125,84128.578125,23629.3828125,80657.15625,17577.79296875,129400.984375,30533.697265625,80004.5546875
1,-6599.4267578125,84239.15625,23854.162109375,80129.7265625,17693.234375,129293.8828125,30639.365234375,79696.90625
0,-6290.9609375,84366.28125,24120.71484375,79491.0546875,17840.86328125,129048.5546875,30746.4140625,79249.484375
1,-6010.341796875,84485.5390625,24357.369140625,79003.390625,17987.0625,128780.140625,30836.775390625,78848.515625
2,-5882.59716796875,84539.6171875,24456.646484375,78836.640625,18054.34375,128575.1015625,30861.142578125,78634.703125
0,-5978.2978515625,84491.9296875,24360.658203125,79071.390625,17994.787109375,128512.5390625,30793.8125,78696.8828125
1,-6249.7138671875,84372.3359375,24116.708984375,79641.4921875,17839.814453125,128635.65625,30672.6953125,79032.2890625
2,-6565.76220703125,84232.625,23840.333984375,80281.6953125,17650.796875,128880.46875,30547.52734375,79480.46875
3,-6815.9111328125,84122.71875,23626.759765625,80728.6328125,17488.720703125,129144.828125,30459.359375,79863.75
4,-6929.97021484375,84069.2109375,23535.921875,80859.1953125,17395.068359375,129335.1796875,30425.361328125,80056.8203125
5,-6849.7177734375,84099.0625,23613.98046875,80622.96875,17408.32421875,129384.1015625,30466.3203125,79986.484375
6,-6609.296875,84199.296875,23827.5546875,80096.6328125,17511.751953125,129268.8984375,30563.404296875,79673.15625
7,-6292.39111328125,84333.5234375,24101.44921875,79478.078125,17666.9609375,129036.25,30677.845703125,79241.5234375
8,-6003.6181640625,84461.7421875,24349.357421875,79001.578125,17822.505859375,128782.71875,30777.744140625,78854.234375
9,-5876.875,84515.7734375,24446.34765625,78830.109375,17888.1171875,128578.9609375,30800.822265625,78637.515625
0,-5972.671875,84469.7109375,24349.978515625,79072.9140625,17830.517578125,128519.6015625,30735.97265625,78704.5546875
1,-6252.47998046875,84340.296875,24096.0625,79642.4921875,17665.9609375,128637.46875,30606.892578125,79039.7265625
2,-6578.68408203125,84192.09375,23810.341796875,80264.765625,17466.736328125,128876.5546875,30472.185546875,79481.703125
0,-6835.080078125,84076.4609375,23592.283203125,80716.09375,17299.939453125,129139.0078125,30379.01171875,79862.078125
1,-6947.13623046875,84026.015625,23504.689453125,80863.1484375,17210.24609375,129335.8515625,30350.40234375,80060.015625
2,-6858.77783203125,84064.203125,23590.28125,80613.2421875,17230.560546875,129383.578125,30398.609375,79981.3359375
0,-6607.341796875,84173.0234375,23815.634765625,80076.3671875,17345.716796875,129268.8046875,30501.51171875,79665.765625
1,-6293.10595703125,84304.390625,24087.955078125,79453.671875,17497.732421875,129033.53125,30612.662109375,79235.0859375
2,-6009.38818359375,84428.75,24326.8046875,78986.65625,17645.7890625,128775.1796875,30707.45703125,78847.46875
0,-5883.1220703125,84483.8671875,24424.173828125,78828.53125,17713.833984375,128575.765625,30733.779296875,78641.8515625
1,-5982.8759765625,84435.140625,24324.609375,79067.140625,17653.419921875,128518.640625,30666.306640625,78710.375
2,-6254.2919921875,84315.453125,24080.66015625,79645.453125,17499.01953125,128645.34375,30546.287109375,79048.8828125
0,-6584.21484375,84162.484375,23790.314453125,80258.234375,17295.88671875,128875.3203125,30408.2890625,79476.984375
1,-6834.55517578125,84052.4765625,23577.263671875,80706.078125,17133.953125,129136.71875,30318.787109375,79853.4921875
0,-6941.27099609375,84005.078125,23494.197265625,80843.5546875,17047.453125,129329.6015625,30295.18359375,80041.84375
1,-6856.9189453125,84038.40625,23575.59375,80592.0703125,17062.80859375,129371.1328125,30338.337890625,79958.6875
2,-6603.3369140625,84146.03125,23800.04296875,80053.859375,17177.392578125,129251.3984375,30440.333984375,79639.25
0,-6290.72216796875,84276.828125,24069.931640625,79429.3515625,17328.8359375,129008.640625,30550.1015625,79199.515625
1,-6013.9658203125,84396.703125,24304.248046875,78960.3828125,17472.220703125,128746.234375,30640.701171875,78810.2265625
2,-5888.4150390625,84451.5390625,24401.28515625,78813.2265625,17540.455078125,128551.6875,30668.0703125,78613.671875
0,-5987.740234375,84405.71875,24303.10546875,79066.234375,17484.236328125,128502.859375,30604.509765625,78695.0234375
1,-6265.68798828125,84283.8828125,24053.71875,79648.5546875,17325.212890625,128635.515625,30481.72265625,79039.484375
2,-6578.2548828125,84146.4140625,23779.107421875,80263.53125,17137.91015625,128879.0390625,30359.224609375,79475.84375
0,-6836.12890625,84029.109375,23560.001953125,80696.59375,16970.302734375,129132.1875,30263.85546875,79845.1015625
1,-6945.466796875,83977.7578125,23474.83984375,80832.5390625,16878.845703125,129322.2109375,30233.291015625,80033.21875
0,-6860.54296875,84009.796875,23556.1875,80572.46875,16893.244140625,129355.203125,30274.966796875,79940.9453125
1,-6605.48193359375,84118.5703125,23782.20703125,80032.9765625,17009.212890625,129236.28125,30379.48828125,79622.421875
2,-6278.89697265625,84259.7578125,24065.544921875,79431.828125,17173.578125,129007.3984375,30502.513671875,79194.5546875
0,-6009.29296875,84373.296875,24292.423828125,78955.65625,17310.287109375,128737.3671875,30586.4375,78796.5859375
1,-5894.18408203125,84422.7421875,24380.876953125,78791.625,17371.083984375,128537.3828125,30605.939453125,78594.0703125
2,-5992.98486328125,84377.96875,24281.552734375,79057.65625,17315.771484375,128494.9453125,30543.044921875,78686.2421875
0,-6269.07421875,84258.6171875,24034.12109375,79646.7890625,17159.607421875,128632.515625,30424.169921875,79039.0546875
1,-6594.466796875,84109.3671875,23748.447265625,80257.6640625,16958.857421875,128870.21875,30289.462890625,79471.21875
2,-6845.9990234375,83997.3984375,23535.111328125,80695.2578125,16795.20703125,129130.28125,30199.1015625,79845.8203125
0,-6951.619140625,83947.4765625,23453.095703125,80817.0859375,16707.61328125,129315.9609375,30170.873046875,80028.1171875
1,-6860.58984375,83983.0,23539.259765625,80556.3046875,16725.685546875,129354.203125,30217.412109375,79942.4765625
0,-6604.81494140625,84092.4375,23767.140625,80015.09375,16841.65234375,129233.8046875,30321.88671875,79620.421875
1,-6295.68115234375,84218.5625,24033.595703125,79389.8671875,16988.61328125,128987.1328125,30428.69921875,79179.578125
0,-6027.88916015625,84330.234375,24258.28125,78919.609375,17123.65234375,128717.6796875,30509.6171875,78789.9140625
1,-5911.541015625,84382.4921875,24347.546875,78789.3828125,17188.884765625,128531.234375,30533.984375,78604.1328125
2,-6007.0517578125,84344.5390625,24254.75390625,79072.1484375,17138.76953125,128504.1484375,30480.1015625,78706.1796875
3,-6286.2880859375,84222.7578125,24005.033203125,79653.4609375,16978.55078125,128642.046875,30359.462890625,79053.5546875
4,-6612.158203125,84072.359375,23720.076171875,80252.3671875,16778.423828125,128875.4609375,30224.23046875,79477.984375
0,-6869.6982421875,83953.1953125,23500.0625,80687.2421875,16607.4765625,129130.5703125,30127.2890625,79849.0625
1,-6972.98095703125,83904.609375,23419.3828125,80809.9375,16520.69140625,129317.4921875,30101.732421875,80031.453125
2,-6878.13818359375,83945.046875,23510.83984375,80542.046875,16545.25,129355.5390625,30151.41796875,79945.046875
3,-6624.4130859375,84051.140625,23736.001953125,79996.40625,16657.734375,129228.609375,30252.5078125,79618.1328125
4,-6301.35595703125,84191.234375,24015.572265625,79386.9140625,16819.3828125,128993.8125,30371.955078125,79188.2578125
5,-6025.5048828125,84312.4921875,24249.26953125,78917.890625,16964.103515625,128731.453125,30463.5078125,78798.921875
6,-5904.9609375,84370.1484375,24343.587890625,78785.28125,17032.576171875,128548.015625,30493.0234375,78615.2421875
7,-6010.72314453125,84323.1328125,24239.876953125,79059.5625,16973.01953125,128507.4375,30429.986328125,78706.9921875
8,-6294.06005859375,84198.53125,23985.673828125,79660.8515625,16810.990234375,128646.2421875,30307.009765625,79061.1796875
0,-6611.6337890625,84056.53125,23707.869140625,80272.15625,16618.396484375,128890.2421875,30180.171875,79499.3046875
1,-6864.93017578125,83940.46875,23492.529296875,80670.75,16451.55078125,129136.0546875,30085.56640625,79855.2578125
0,-6972.884765625,83884.53125,23405.83984375,80766.828125,16358.0908203125,129307.4296875,30052.140625,80018.1953125
1,-6873.703125,83926.875,23502.685546875,80506.3828125,16383.5537109375,129344.5234375,30103.97265625,79929.0234375
2,-6614.828125,84036.3125,23731.28125,79976.421875,16498.900390625,129222.125,30207.923828125,79606.921875
3,-6299.5439453125,84170.2578125,24003.650390625,79361.546875,16655.970703125,128982.5625,30320.45703125,79172.8125
0,-6024.169921875,84291.1796875,24236.82421875,78887.46875,16800.548828125,128722.0625,30410.912109375,78788.1015625
1,-5916.40478515625,84337.0546875,24319.4609375,78771.3125,16857.673828125,128539.9609375,30429.318359375,78614.765625
2,-6026.22119140625,84288.5625,24213.697265625,79068.4296875,16796.685546875,128511.109375,30365.517578125,78720.1015625
0,-6310.1767578125,84163.671875,23959.49609375,79638.5390625,16633.798828125,128644.859375,30241.0625,79061.1796875
1,-6630.7548828125,84019.2890625,23679.40234375,80231.6796875,16438.8671875,128882.375,30112.03125,79490.1015625
0,-6886.52978515625,83899.796875,23460.34375,80658.4921875,16269.0654296875,129132.234375,30015.615234375,79854.1171875
1,-6976.93896484375,83861.171875,23392.48828125,80782.7109375,16192.0078125,129322.4921875,29997.732421875,80037.796875
2,-6862.4501953125,83916.1015625,23502.06640625,80524.265625,16230.87109375,129369.890625,30062.392578125,79953.96875
0,-6594.7060546875,84035.265625,23739.76953125,79968.4609375,16357.3759765625,129243.4375,30175.212890625,79621.0390625
1,-6281.85302734375,84166.96875,24008.943359375,79340.5625,16510.822265625,128991.234375,30284.931640625,79175.671875
2,-6020.8798828125,84274.5859375,24227.001953125,78871.59375,16643.001953125,128718.484375,30362.80078125,78786.0
0,-5923.22412109375,84313.9296875,24300.482421875,78758.6796875,16692.353515625,128531.375,30374.625,78611.3828125
1,-6032.7529296875,84266.9609375,24195.435546875,79051.6484375,16633.41796875,128503.1484375,30312.255859375,78717.625
0,-6321.3828125,84138.734375,23937.275390625,79636.0546875,16465.904296875,128641.1875,30184.939453125,79069.1015625
1,-6634.18798828125,84000.6484375,23663.28515625,80250.9375,16275.5498046875,128892.1015625,30062.630859375,79511.6015625
2,-6887.14990234375,83885.203125,23449.662109375,80677.421875,16109.0869140625,129144.15625,29969.265625,79875.3359375
3,-6977.08203125,83845.0078125,23382.140625,80781.8515625,16032.1728515625,129326.265625,29950.478515625,80043.9921875
0,-6879.23486328125,83881.71875,23474.599609375,80492.6953125,16054.2978515625,129347.71875,29996.3515625,79931.9375
1,-6614.255859375,83997.2109375,23710.205078125,79959.3515625,16176.892578125,129222.5546875,30107.548828125,79606.4453125
0,-6290.48388671875,84141.40625,23989.87109375,79349.90625,16343.0712890625,128984.609375,30229.5234375,79174.953125
1,-6027.126953125,84251.4609375,24210.646484375,78856.2421875,16478.015625,128708.1875,30309.203125,78774.4140625
2,-5937.0517578125,84284.7421875,24277.1640625,78728.3984375,16519.357421875,128511.109375,30312.970703125,78587.203125
0,-6049.2041015625,84237.7734375,24168.732421875,79033.953125,16457.654296875,128488.078125,30248.693359375,78704.9375
1,-6342.22119140625,84106.8359375,23905.994140625,79622.2265625,16288.234375,128628.171875,30119.421875,79059.5625
2,-6659.69921875,83963.640625,23629.525390625,80242.8359375,16094.5908203125,128877.515625,29993.728515625,79502.3046875
0,-6900.16796875,83858.3125,23427.775390625,80674.796875,15940.2861328125,129139.390625,29912.140625,79870.0390625
1,-6987.0,83819.59375,23362.162109375,80764.734375,15863.9921875,129316.7734375,29894.212890625,80030.59375
2,-6883.76513671875,83861.9765625,23460.486328125,80468.953125,15890.50390625,129338.7109375,29944.947265625,79922.2578125
0,-6619.548828125,83974.5625,23694.18359375,79907.6640625,16010.71484375,129200.6640625,30051.330078125,79581.171875
0,-6296.30078125,84115.75,23974.23046875,79300.3203125,16176.8447265625,128959.578125,30172.685546875,79147.828125
1,-6034.61279296875,84225.90625,24193.099609375,78848.5625,16308.880859375,128689.96875,30252.220703125,78761.0625
2,-5943.5849609375,84261.8046875,24260.380859375,78740.4609375,16355.2783203125,128502.4296875,30259.087890625,78587.734375
3,-6065.703125,84206.875,24142.076171875,79033.3359375,16286.5654296875,128475.8203125,30189.470703125,78698.0703125
4,-6350.56494140625,84083.28125,23885.96875,79632.578125,16121.818359375,128631.609375,30068.6875,79064.5703125
5,-6666.375,83942.328125,23611.357421875,80238.3984375,15929.3193359375,128881.7578125,29944.56640625,79500.5390625
6,-6912.9951171875,83833.609375,23404.267578125,80651.53125,15768.529296875,129134.671875,29857.876953125,79859.7421875
7,-7000.63720703125,83793.03125,23337.365234375,80743.2265625,15690.900390625,129309.953125,29838.373046875,80020.578125
8,-6889.39111328125,83841.09375,23442.986328125,80460.703125,15724.8505859375,129338.8984375,29895.1171875,79916.203125
9,-6620.97998046875,83956.5390625,23679.40234375,79900.1328125,15848.685546875,129204.5703125,30003.931640625,79579.5078125
10,-6302.5478515625,84095.390625,23955.537109375,79284.484375,16009.140625,128958.1484375,30120.853515625,79143.8203125
11,-6038.28515625,84210.9296875,24178.79296875,78833.3984375,16147.4716796875,128694.8359375,30205.5390625,78763.5859375
12,-5951.833984375,84244.59375,24240.638671875,78727.78125,16189.43359375,128509.8203125,30211.546875,78590.9765625
0,-6077.00390625,84186.703125,24119.140625,79027.46875,16116.095703125,128483.359375,30138.3046875,78705.609375
1,-6371.2119140625,84055.578125,23856.689453125,79618.703125,15946.533203125,128628.21875,30010.08203125,79064.7109375
2,-6690.7890625,83911.5703125,23579.7421875,80248.03125,15750.552734375,128880.375,29884.9609375,79508.21875
0,-6932.02099609375,83805.4765625,23376.705078125,80663.453125,15595.2470703125,129139.7265625,29801.896484375,79873.4765625
1,-7016.4208984375,83766.8984375,23313.23828125,80726.4453125,15520.478515625,129311.2890625,29783.443359375,80024.109375
2,-6906.1279296875,83811.765625,23416.474609375,80416.2578125,15549.8515625,129325.359375,29836.1328125,79902.3203125
0,-6631.85107421875,83932.9375,23660.947265625,79863.3671875,15678.693359375,129191.4140625,29950.14453125,79567.25
1,-6303.64404296875,84080.375,23945.619140625,79261.359375,15848.06640625,128954.09375,30075.267578125,79142.34375
2,-6046.9150390625,84189.7578125,24160.435546875,78808.890625,15980.2451171875,128685.25,30154.041015625,78762.5859375
0,-5964.375,84221.0390625,24219.896484375,78715.5234375,16021.0615234375,128503.2890625,30157.759765625,78597.6484375
1,-6094.50390625,84160.953125,24095.013671875,79028.421875,15946.103515625,128479.546875,30082.896484375,78714.6640625
2,-6392.908203125,84028.3515625,23827.841796875,79643.6875,15772.2958984375,128630.2734375,29952.814453125,79082.9296875
0,-6699.9921875,83896.125,23560.859375,80243.453125,15587.37890625,128885.328125,29837.27734375,79522.140625
1,-6943.84619140625,83786.78125,23356.248046875,80634.5078125,15427.54296875,129134.625,29751.732421875,79871.5703125
